Nstudy,Study,YearStudy,Age,Name,Forest.cov,MeanHabitat,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,nAi,nAk,Ai,Ak,RRR,nSi,nSk,Dissim,Sim_S_toOGF,Sor_in_OGF,RRS,StudyTaxa,Ntaxa,Taxa,Country,Continent_Island,Site,Biogeographic_realms,Nbiome,Biome,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Matrix_Means,Matrix,Ndist,Previous_Use,Methods,MeanMet,N,Gamma,List,Data,MeanData,Moist_Forest_specialist,p.ForSpec,InSpp,p.In,SDSpp,p.SD,GrSpp,p.Gr,PrSpp,p.Pr,PoSpp,p.Po,ScSpp,p.Sc,GzSpp,p.Gz
69,Avila_etal,2009,0,69.Avila_etal.2009.0,ES,mean.P1.2.3,MammalsES,NeotropicMammalsES,2.TropDryMammalsES,ContinentMammalsES,3,3,3.67,11,-1.097703611,3,3,0.478,0.344,0.627,-0.600,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,0,69.Avila_etal.2009.0,ES,mean.P1.2.3,MammalsES,NeotropicMammalsES,2.TropDryMammalsES,ContinentMammalsES,3,3,3.67,11,-1.097703611,3,3,0.700,0.344,0.627,-0.600,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,4,69.Avila_etal.2009.4,YSF,mean.E1.2.3,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,3,3,8.3,11,-0.281639758,3,3,0.440,0.603,0.627,-0.039,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,4,69.Avila_etal.2009.4,YSF,mean.E1.2.3,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,3,3,8.3,11,-0.281639758,3,3,0.417,0.603,0.627,-0.039,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,4,69.Avila_etal.2009.4,YSF,mean.E1.2.3,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,3,3,8.3,11,-0.281639758,3,3,0.333,0.603,0.627,-0.039,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,10,69.Avila_etal.2009.10,YSF,mean.I1.2.3,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,3,3,9,11,-0.200670695,3,3,0.500,0.610,0.627,-0.027,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,10,69.Avila_etal.2009.10,YSF,mean.I1.2.3,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,3,3,9,11,-0.200670695,3,3,0.286,0.610,0.627,-0.027,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,10,69.Avila_etal.2009.10,YSF,mean.I1.2.3,MammalsYSF,NeotropicMammalsYSF,2.TropDryMammalsYSF,ContinentMammalsYSF,3,3,9,11,-0.200670695,3,3,0.385,0.610,0.627,-0.027,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,CA,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,50,69.Avila_etal.2009.50,OGF,mean.L1.2.3,MammalsOGF,NeotropicMammalsOGF,2.TropDryMammalsOGF,ContinentMammalsOGF,3,3,11,11,0,3,3,0.600,0.627,0.627,0.000,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,U,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,50,69.Avila_etal.2009.50,OGF,mean.L1.2.3,MammalsOGF,NeotropicMammalsOGF,2.TropDryMammalsOGF,ContinentMammalsOGF,3,3,11,11,0,3,3,0.520,0.627,0.627,0.000,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,U,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Avila_etal,2009,50,69.Avila_etal.2009.50,OGF,mean.L1.2.3,MammalsOGF,NeotropicMammalsOGF,2.TropDryMammalsOGF,ContinentMammalsOGF,3,3,11,11,0,3,3,0.000,0.627,0.627,0.000,15,4,Mammals,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,223,788,3,Mixed,1,U,MMN,Mammals_Mist_Nets,12,22,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Nicolas_etal,2009,13,70.Nicolas_etal.2009.13,YSF,Fallow_fields,MammalsYSF,AfrotropicMammalsYSF,1.TropMoMammalsYSF,ContinentMammalsYSF,1,1,9,11,-0.200670695,1,1,0.048,0.952,1.000,-0.049,16,4,Mammals,Guinea,Continent,Ziama_forest_West_African_rainforest,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-9,8,600,2300,3,Mixed,1,CA,LPF,Litter_Pitfall_and_Intensive_Search,3,11,Yes,MRA,Mean_Relative_Abundance,5,0.555555556,9,1,0,0,0,0,0,0,0,0,0,0,0,0
70,Nicolas_etal,2009,NA,70.Nicolas_etal.2009.NA,OGF,Primary_Forest,MammalsOGF,AfrotropicMammalsOGF,1.TropMoMammalsOGF,ContinentMammalsOGF,1,1,11,11,0,1,1,0.000,1.000,1.000,0.000,16,4,Mammals,Guinea,Continent,Ziama_forest_West_African_rainforest,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-9,8,600,2300,3,Mixed,5,U,LPF,Litter_Pitfall_and_Intensive_Search,3,11,Yes,MRA,Mean_Relative_Abundance,6,0.545454545,11,1,0,0,0,0,0,0,0,0,0,0,0,0
71,Woinarski_etal,2009,0,71.Woinarski_etal.2009.0,ES,Cleared,MammalsES,AustralasiaMammalsES,3.TropGrSSMammalsES,ContinentMammalsES,1,1,5,10,-0.693147181,1,1,0.467,0.533,1.000,-0.629,17,4,Mammals,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,3,P,LPF,Litter_Pitfall_and_Intensive_Search,3,13,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Woinarski_etal,2009,35,71.Woinarski_etal.2009.35,MSF,Regrowth,MammalsMSF,AustralasiaMammalsMSF,3.TropGrSSMammalsMSF,ContinentMammalsMSF,1,1,8,10,-0.223143551,1,1,0.333,0.667,1.000,-0.405,17,4,Mammals,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,3,P,LPF,Litter_Pitfall_and_Intensive_Search,3,13,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Woinarski_etal,2009,NA,71.Woinarski_etal.2009.NA,OGF,Intact_Forest,MammalsOGF,AustralasiaMammalsOGF,3.TropGrSSMammalsOGF,ContinentMammalsOGF,1,1,10,10,0,1,1,0.000,1.000,1.000,0.000,17,4,Mammals,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,5,U,LPF,Litter_Pitfall_and_Intensive_Search,3,13,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Martin_etal,2012,3,72.Martin_etal.2012.3,ES,Abandoned_Pasture,MammalsES,NeotropicMammalsES,3.TropGrSSMammalsES,ContinentMammalsES,1,1,9,12,-0.287682072,1,1,0.238,0.762,1.000,-0.272,18,4,Mammals,Brazil,Continent,Fazendas_Tres_Lagoas_and_Arca_Angatuba_Sao_Paulo,Neotropic,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,-48,-23,624,1215,2,Fragmented,3,P,LPF,Litter_Pitfall_and_Intensive_Search,2,14,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Martin_etal,2012,NA,72.Martin_etal.2012.NA,OGF,Native_Vegetation,MammalsOGF,NeotropicMammalsOGF,3.TropGrSSMammalsOGF,ContinentMammalsOGF,1,1,12,12,0,1,1,0.000,1.000,1.000,0.000,18,4,Mammals,Brazil,Continent,Fazendas_Tres_Lagoas_and_Arca_Angatuba_Sao_Paulo,Neotropic,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,-48,-23,624,1215,2,Fragmented,5,U,LPF,Litter_Pitfall_and_Intensive_Search,2,14,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
